WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,
7/23/1966,27,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,30,27,6,
7/30/1966,27,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,27,27,7,
8/6/1966,54,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,27,27,8,
6/27/1959,98,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,,98,1,
7/4/1959,69,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,98,69,2,
7/11/1959,46,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,69,46,3,
7/18/1959,35,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,46,35,4,
7/25/1959,28,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,35,28,5,
8/1/1959,18,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,28,18,6,
8/8/1959,18,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,18,18,7,
8/15/1959,14,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,18,14,8,
8/22/1959,24,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,14,14,9,
8/29/1959,25,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,24,14,10,
9/5/1959,25,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,25,14,11,
9/12/1959,41,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,25,14,12,
9/19/1959,68,Here Comes Summer,Jerry Keller,Here Comes SummerJerry Keller,1,41,14,13,
6/18/1977,84,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,,84,1,
6/25/1977,73,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,84,73,2,
7/2/1977,59,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,73,59,3,
7/9/1977,49,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,59,49,4,
7/16/1977,49,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,49,49,5,
7/23/1977,68,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,49,49,6,
7/30/1977,98,Here Comes Summer,Wildfire,Here Comes SummerWildfire,1,68,49,7,
8/9/1969,79,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,,79,1,
8/16/1969,54,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,79,54,2,
8/23/1969,42,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,54,42,3,
8/30/1969,36,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,42,36,4,
9/6/1969,29,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,36,29,5,
9/13/1969,26,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,29,26,6,
9/20/1969,21,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,26,21,7,
9/27/1969,9,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,21,9,8,
10/4/1969,9,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,9,9,9,
10/11/1969,5,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,9,5,10,
10/18/1969,2,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,5,2,11,
10/25/1969,2,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,2,2,12,
11/1/1969,6,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,2,2,13,
11/8/1969,7,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,6,2,14,
11/15/1969,12,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,7,2,15,
11/22/1969,25,Hot Fun In The Summertime,Sly & The Family Stone,Hot Fun In The SummertimeSly & The Family Stone,1,12,2,16,
7/24/1982,87,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,,87,1,
7/31/1982,77,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,87,77,2,
8/7/1982,67,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,77,67,3,
8/14/1982,63,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,67,63,4,
8/21/1982,58,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,63,58,5,
8/28/1982,58,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,58,58,6,
9/4/1982,95,Hot Fun In The Summertime,Dayton,Hot Fun In The SummertimeDayton,1,58,58,7,
8/24/2019,11,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,,11,1,
8/31/2019,22,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,11,11,2,
9/7/2019,31,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,22,11,3,
9/14/2019,21,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,31,11,4,
9/21/2019,28,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,21,11,5,
9/28/2019,22,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,28,11,6,
10/5/2019,20,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,22,11,7,
10/12/2019,25,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,20,11,8,
10/19/2019,31,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,25,11,9,
10/26/2019,31,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,31,11,10,
11/2/2019,35,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,31,11,11,
11/9/2019,43,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,35,11,12,
11/16/2019,44,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,43,11,13,
11/23/2019,59,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,44,11,14,
11/30/2019,79,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,59,11,15,
12/7/2019,96,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,79,11,16,
10/14/1978,84,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,,84,1,
10/21/1978,77,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,84,77,2,
10/28/1978,71,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,77,71,3,
11/4/1978,61,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,71,61,4,
11/11/1978,55,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,61,55,5,
11/18/1978,55,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,55,55,6,
11/25/1978,80,Hot Summer Nights,Walter Egan,Hot Summer NightsWalter Egan,1,55,55,7,
6/23/1979,85,Hot Summer Nights,Night,Hot Summer NightsNight,1,,85,1,
6/30/1979,75,Hot Summer Nights,Night,Hot Summer NightsNight,1,85,75,2,
7/7/1979,65,Hot Summer Nights,Night,Hot Summer NightsNight,1,75,65,3,
7/14/1979,56,Hot Summer Nights,Night,Hot Summer NightsNight,1,65,56,4,
7/21/1979,49,Hot Summer Nights,Night,Hot Summer NightsNight,1,56,49,5,
7/28/1979,43,Hot Summer Nights,Night,Hot Summer NightsNight,1,49,43,6,
8/4/1979,39,Hot Summer Nights,Night,Hot Summer NightsNight,1,43,39,7,
8/11/1979,35,Hot Summer Nights,Night,Hot Summer NightsNight,1,39,35,8,
8/18/1979,24,Hot Summer Nights,Night,Hot Summer NightsNight,1,35,24,9,
8/25/1979,20,Hot Summer Nights,Night,Hot Summer NightsNight,1,24,20,10,
9/1/1979,18,Hot Summer Nights,Night,Hot Summer NightsNight,1,20,18,11,
9/8/1979,18,Hot Summer Nights,Night,Hot Summer NightsNight,1,18,18,12,
9/15/1979,24,Hot Summer Nights,Night,Hot Summer NightsNight,1,18,18,13,
9/22/1979,33,Hot Summer Nights,Night,Hot Summer NightsNight,1,24,18,14,
9/29/1979,77,Hot Summer Nights,Night,Hot Summer NightsNight,1,33,18,15,
12/5/2015,97,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,,97,1,
12/12/2015,55,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,97,55,2,
12/19/2015,64,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,55,55,3,
12/26/2015,52,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,64,52,4,
1/2/2016,46,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,52,46,5,
1/9/2016,33,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,46,33,6,
1/16/2016,28,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,33,28,7,
1/23/2016,22,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,28,22,8,
1/30/2016,20,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,22,20,9,
2/6/2016,24,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,20,20,10,
2/13/2016,25,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,24,20,11,
2/20/2016,26,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,25,20,12,
2/27/2016,28,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,26,20,13,
3/5/2016,37,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,28,20,14,
3/12/2016,51,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,37,20,15,
3/19/2016,61,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,51,20,16,
3/26/2016,71,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,61,20,17,
4/2/2016,82,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,71,20,18,
4/9/2016,88,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,82,20,19,
4/16/2016,86,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,I Know What You Did Last SummerShawn Mendes & Camila Cabello,1,88,20,20,
12/28/1963,85,In The Summer Of His Years,Connie Francis,In The Summer Of His YearsConnie Francis,1,,85,1,
1/4/1964,69,In The Summer Of His Years,Connie Francis,In The Summer Of His YearsConnie Francis,1,85,69,2,
1/11/1964,56,In The Summer Of His Years,Connie Francis,In The Summer Of His YearsConnie Francis,1,69,56,3,
1/18/1964,49,In The Summer Of His Years,Connie Francis,In The Summer Of His YearsConnie Francis,1,56,49,4,
1/25/1964,46,In The Summer Of His Years,Connie Francis,In The Summer Of His YearsConnie Francis,1,49,46,5,
2/1/1964,53,In The Summer Of His Years,Connie Francis,In The Summer Of His YearsConnie Francis,1,46,46,6,
7/11/1970,74,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,,74,1,
7/18/1970,68,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,74,68,2,
7/25/1970,32,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,68,32,3,
8/1/1970,22,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,32,22,4,
8/8/1970,12,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,22,12,5,
8/15/1970,5,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,12,5,6,
8/22/1970,5,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,5,5,7,
8/29/1970,4,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,5,4,8,
9/5/1970,4,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,4,4,9,
9/12/1970,3,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,4,3,10,
9/19/1970,7,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,3,3,11,
9/26/1970,15,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,7,3,12,
10/3/1970,35,In The Summertime,Mungo Jerry,In The SummertimeMungo Jerry,1,15,3,13,
7/17/1971,87,Indian Summer,Audience,Indian SummerAudience,1,,87,1,
7/24/1971,83,Indian Summer,Audience,Indian SummerAudience,1,87,83,2,
7/31/1971,80,Indian Summer,Audience,Indian SummerAudience,1,83,80,3,
8/7/1971,79,Indian Summer,Audience,Indian SummerAudience,1,80,79,4,
8/14/1971,74,Indian Summer,Audience,Indian SummerAudience,1,79,74,5,
8/6/1977,88,Indian Summer,Poco,Indian SummerPoco,1,,88,1,
8/13/1977,83,Indian Summer,Poco,Indian SummerPoco,1,88,83,2,
8/20/1977,81,Indian Summer,Poco,Indian SummerPoco,1,83,81,3,
8/27/1977,79,Indian Summer,Poco,Indian SummerPoco,1,81,79,4,
9/3/1977,66,Indian Summer,Poco,Indian SummerPoco,1,79,66,5,
9/10/1977,56,Indian Summer,Poco,Indian SummerPoco,1,66,56,6,
9/17/1977,50,Indian Summer,Poco,Indian SummerPoco,1,56,50,7,
9/24/1977,93,Indian Summer,Poco,Indian SummerPoco,1,50,50,8,
7/24/1971,68,It's Summer,The Temptations,It's SummerThe Temptations,1,,68,1,
7/31/1971,57,It's Summer,The Temptations,It's SummerThe Temptations,1,68,57,2,
8/7/1971,54,It's Summer,The Temptations,It's SummerThe Temptations,1,57,54,3,
8/14/1971,54,It's Summer,The Temptations,It's SummerThe Temptations,1,54,54,4,
8/21/1971,51,It's Summer,The Temptations,It's SummerThe Temptations,1,54,51,5,
8/28/1971,69,It's Summer,The Temptations,It's SummerThe Temptations,1,51,51,6,
8/16/1958,71,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,,71,1,
8/23/1958,44,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,71,44,2,
8/30/1958,38,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,44,38,3,
9/6/1958,27,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,38,27,4,
9/13/1958,23,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,27,23,5,
9/20/1958,21,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,23,21,6,
9/27/1958,24,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,21,21,7,
10/4/1958,33,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,24,21,8,
10/11/1958,72,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,33,21,9,
10/18/1958,82,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,72,21,10,
8/2/1958,55,Let's Go Steady For The Summer,The Three G's,Let's Go Steady For The SummerThe Three G's,1,,55,1,
8/9/1958,75,Let's Go Steady For The Summer,The Three G's,Let's Go Steady For The SummerThe Three G's,1,55,55,2,
8/16/1958,80,Let's Go Steady For The Summer,The Three G's,Let's Go Steady For The SummerThe Three G's,1,75,55,3,
7/30/1966,86,Lonely Summer,The Shades Of Blue,Lonely SummerThe Shades Of Blue,1,,86,1,
8/6/1966,80,Lonely Summer,The Shades Of Blue,Lonely SummerThe Shades Of Blue,1,86,80,2,
8/13/1966,73,Lonely Summer,The Shades Of Blue,Lonely SummerThe Shades Of Blue,1,80,73,3,
8/20/1966,72,Lonely Summer,The Shades Of Blue,Lonely SummerThe Shades Of Blue,1,73,72,4,
8/27/1966,85,Lonely Summer,The Shades Of Blue,Lonely SummerThe Shades Of Blue,1,72,72,5,
9/3/1966,85,Lonely Summer,The Shades Of Blue,Lonely SummerThe Shades Of Blue,1,85,72,6,
7/30/2011,89,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,,89,1,
8/6/2011,79,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,89,79,2,
8/13/2011,67,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,79,67,3,
8/20/2011,65,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,67,65,4,
8/27/2011,60,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,65,60,5,
9/3/2011,55,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,60,55,6,
9/10/2011,54,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,55,54,7,
9/17/2011,58,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,54,54,8,
9/24/2011,51,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,58,51,9,
10/1/2011,48,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,51,48,10,
10/8/2011,48,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,48,48,11,
10/15/2011,46,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,48,46,12,
10/22/2011,45,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,46,45,13,
10/29/2011,56,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,45,45,14,
11/5/2011,64,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,56,45,15,
11/12/2011,77,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,64,45,16,
11/19/2011,90,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,77,45,17,
11/26/2011,99,Long Hot Summer,Keith Urban,Long Hot SummerKeith Urban,1,90,45,18,
8/19/1978,90,Long Hot Summer Nights,Wendy Waldman,Long Hot Summer NightsWendy Waldman,1,,90,1,
8/26/1978,80,Long Hot Summer Nights,Wendy Waldman,Long Hot Summer NightsWendy Waldman,1,90,80,2,
9/2/1978,78,Long Hot Summer Nights,Wendy Waldman,Long Hot Summer NightsWendy Waldman,1,80,78,3,
9/9/1978,76,Long Hot Summer Nights,Wendy Waldman,Long Hot Summer NightsWendy Waldman,1,78,76,4,
5/18/1963,72,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,,72,1,
5/25/1963,69,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,72,69,2,
6/1/1963,55,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,69,55,3,
6/8/1963,45,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,55,45,4,
6/15/1963,33,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,45,33,5,
6/22/1963,22,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,33,22,6,
6/29/1963,18,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,22,18,7,
7/6/1963,16,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,18,16,8,
7/13/1963,21,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,16,16,9,
7/20/1963,28,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,21,16,10,
7/27/1963,42,My Summer Love,Ruby And The Romantics,My Summer LoveRuby And The Romantics,1,28,16,11,
9/11/1976,95,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,,95,1,
9/18/1976,91,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,95,91,2,
9/25/1976,87,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,91,87,3,
10/2/1976,82,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,87,82,4,
10/9/1976,81,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,82,81,5,
10/16/1976,76,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,81,76,6,
10/23/1976,73,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,76,73,7,
10/30/1976,59,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,73,59,8,
11/6/1976,49,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,59,49,9,
11/13/1976,48,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,49,48,10,
11/20/1976,50,My Sweet Summer Suite,Love Unlimited Orchestra,My Sweet Summer SuiteLove Unlimited Orchestra,1,48,48,11,
6/19/1971,86,Never Dreamed You'd Leave In Summer,Stevie Wonder,Never Dreamed You'd Leave In SummerStevie Wonder,1,,86,1,
6/26/1971,82,Never Dreamed You'd Leave In Summer,Stevie Wonder,Never Dreamed You'd Leave In SummerStevie Wonder,1,86,82,2,
7/3/1971,78,Never Dreamed You'd Leave In Summer,Stevie Wonder,Never Dreamed You'd Leave In SummerStevie Wonder,1,82,78,3,
7/10/1971,78,Never Dreamed You'd Leave In Summer,Stevie Wonder,Never Dreamed You'd Leave In SummerStevie Wonder,1,78,78,4,
8/22/1970,80,On The Beach (In The Summertime),The 5th Dimension,On The Beach (In The Summertime)The 5th Dimension,1,,80,1,
8/29/1970,71,On The Beach (In The Summertime),The 5th Dimension,On The Beach (In The Summertime)The 5th Dimension,1,80,71,2,
9/5/1970,56,On The Beach (In The Summertime),The 5th Dimension,On The Beach (In The Summertime)The 5th Dimension,1,71,56,3,
9/12/1970,55,On The Beach (In The Summertime),The 5th Dimension,On The Beach (In The Summertime)The 5th Dimension,1,56,55,4,
9/19/1970,54,On The Beach (In The Summertime),The 5th Dimension,On The Beach (In The Summertime)The 5th Dimension,1,55,54,5,
9/26/1970,70,On The Beach (In The Summertime),The 5th Dimension,On The Beach (In The Summertime)The 5th Dimension,1,54,54,6,
8/2/1958,16,One Summer Night,The Danleers,One Summer NightThe Danleers,1,,16,1,
8/9/1958,17,One Summer Night,The Danleers,One Summer NightThe Danleers,1,16,16,2,
8/16/1958,21,One Summer Night,The Danleers,One Summer NightThe Danleers,1,17,16,3,
8/23/1958,27,One Summer Night,The Danleers,One Summer NightThe Danleers,1,21,16,4,
8/30/1958,35,One Summer Night,The Danleers,One Summer NightThe Danleers,1,27,16,5,
9/6/1958,32,One Summer Night,The Danleers,One Summer NightThe Danleers,1,35,16,6,
9/13/1958,43,One Summer Night,The Danleers,One Summer NightThe Danleers,1,32,16,7,
9/20/1958,58,One Summer Night,The Danleers,One Summer NightThe Danleers,1,43,16,8,
7/1/1961,98,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,,98,1,
7/8/1961,94,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,98,94,2,
7/15/1961,65,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,94,65,3,
7/22/1961,61,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,65,61,4,
7/29/1961,53,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,61,53,5,
8/5/1961,40,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,53,40,6,
8/12/1961,25,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,40,25,7,
8/19/1961,22,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,25,22,8,
8/26/1961,37,One Summer Night,The Diamonds,One Summer NightThe Diamonds,1,22,22,9,
8/6/1966,85,Petticoat White (Summer Sky Blue),Bobby Vinton,Petticoat White (Summer Sky Blue)Bobby Vinton,1,,85,1,
8/13/1966,85,Petticoat White (Summer Sky Blue),Bobby Vinton,Petticoat White (Summer Sky Blue)Bobby Vinton,1,85,85,2,
8/20/1966,81,Petticoat White (Summer Sky Blue),Bobby Vinton,Petticoat White (Summer Sky Blue)Bobby Vinton,1,85,81,3,
12/19/1987,96,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,,96,1,
12/26/1987,81,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,96,81,2,
1/2/1988,81,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,81,81,3,
1/9/1988,72,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,81,72,4,
1/16/1988,71,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,72,71,5,
1/23/1988,71,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,71,71,6,
1/30/1988,78,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,71,71,7,
2/6/1988,91,Rain In The Summertime,The Alarm,Rain In The SummertimeThe Alarm,1,78,71,8,
9/12/1981,86,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,,86,1,
9/19/1981,78,Sausalito Summernight,Diesel,Sausalito SummernightDiesel,1,86,78,2,
